Time,Price
2025/03/27 12:15:25,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:35,37365.0
2025/03/27 12:15:52,37365.0
2025/03/27 12:15:52,37365.0
2025/03/27 12:15:52,37370.0
2025/03/27 12:15:52,37370.0
2025/03/27 12:15:52,37370.0
2025/03/27 12:15:52,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:15:53,37370.0
2025/03/27 12:16:00,37370.0
2025/03/27 12:16:00,37370.0
2025/03/27 12:16:00,37370.0
2025/03/27 12:16:00,37370.0
2025/03/27 12:16:00,37370.0
2025/03/27 12:16:00,37370.0
2025/03/27 12:16:00,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:01,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:11,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:14,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
2025/03/27 12:16:35,37370.0
