Time,Open,High,Low,Close
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37365.0,37365.0,37365.0,37365.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
2025-03-27 12:15,37370.0,37370.0,37370.0,37370.0
